0	12	19.20937271	31.06444913	22.20360331	16.76305461	22.82542442	11.66190379	24.20743687	34.0147027	12.08304597	20.88061302	41.86884283	26.92582404	36.01388621	18.60107524
12.36931688	0	15.29705854	37.01351105	21.02379604	28.0713377	34.92849839	22.20360331	16.2788206	28.0713377	10.63014581	24.75883681	50.11985634	37.65634077	35.4682957	8.544003745
19.20937271	15.29705854	0	49.67896939	36.05551275	35.35533906	35.0142828	21.09502311	31	43.01162634	25.07987241	38.27531842	61.07372594	45.65084884	50.59644256	23
31.06444913	37.01351105	49.67896939	0	20.39607805	21.02379604	37.12142239	37.64306045	32.75667871	31.40063694	26.62705391	12.52996409	15.03329638	17.88854382	18.86796226	35.34119409
22.20360331	21.02379604	36.05551275	20.39607805	0	25.49509757	40.22437072	33.24154028	12.36931688	14.2126704	11.18033989	9.219544457	35.35533906	30.46309242	14.56021978	16.2788206
16.76305461	28.0713377	35.35533906	21.02379604	25.49509757	0	16.4924225	18.02775638	34.0147027	39.69886648	21.84032967	18.02775638	27.20294102	10.29563014	34.43835072	31.57530681
22.82542442	34.92849839	35.0142828	37.12142239	40.22437072	16.4924225	0	14.03566885	46.09772229	54.03702434	33.30165161	34.0147027	39.84971769	21.58703314	50.69516742	41.34005322
11.66190379	22.20360331	21.09502311	37.64306045	33.24154028	18.02775638	14.03566885	0	35.80502758	45.61797891	23.70653918	30	45.22167622	27.58622845	46.27094121	29.69848481
24.20743687	16.2788206	31	32.75667871	12.36931688	34.0147027	46.09772229	35.80502758	0	12.04159458	12.80624847	21.02379604	47.67598976	41	23.34523506	8
34.0147027	28.0713377	43.01162634	31.40063694	14.2126704	39.69886648	54.03702434	45.61797891	12.04159458	0	21.9317122	22.82542442	46.17358552	44.29446918	15.8113883	20.02498439
12.08304597	10.63014581	25.07987241	26.62705391	11.18033989	21.84032967	33.30165161	23.70653918	12.80624847	21.9317122	0	14.2126704	40.31128874	30.01666204	25.70992026	10
20.88061302	24.75883681	38.27531842	12.52996409	9.219544457	18.02775638	34.0147027	30	21.02379604	22.82542442	14.2126704	0	26.92582404	21.47091055	16.76305461	22.84731932
41.86884283	50.11985634	61.07372594	15.03329638	35.35533906	27.20294102	39.84971769	45.22167622	47.67598976	46.17358552	40.31128874	26.92582404	0	18.38477631	32.28002478	49.64876635
26.92582404	37.65634077	45.65084884	17.88854382	30.46309242	10.29563014	21.58703314	27.58622845	41	44.29446918	30.01666204	21.47091055	18.38477631	0	35.38361203	40.01249805
36.01388621	35.4682957	50.59644256	18.86796226	14.56021978	34.43835072	50.69516742	46.27094121	23.34523506	15.8113883	25.70992026	16.76305461	32.28002478	35.38361203	0	29.68164416
18.60107524	8.544003745	23	35.34119409	16.2788206	31.57530681	41.34005322	29.69848481	8	20.02498439	10	22.84731932	49.64876635	40.01249805	29.68164416	0
