0	12	19.20937271	31.06444913	22.20360331	16.76305461	22.82542442	11.66190379	24.20743687	34.0147027	12.08304597
12.36931688	0	15.29705854	37.01351105	21.02379604	28.0713377	34.92849839	22.20360331	16.2788206	28.0713377	10.63014581
19.20937271	15.29705854	0	49.67896939	36.05551275	35.35533906	35.0142828	21.09502311	31	43.01162634	25.07987241
31.06444913	37.01351105	49.67896939	0	20.39607805	21.02379604	37.12142239	37.64306045	32.75667871	31.40063694	26.62705391
22.20360331	21.02379604	36.05551275	20.39607805	0	25.49509757	40.22437072	33.24154028	12.36931688	14.2126704	11.18033989
16.76305461	28.0713377	35.35533906	21.02379604	25.49509757	0	16.4924225	18.02775638	34.0147027	39.69886648	21.84032967
22.82542442	34.92849839	35.0142828	37.12142239	40.22437072	16.4924225	0	14.03566885	46.09772229	54.03702434	33.30165161
11.66190379	22.20360331	21.09502311	37.64306045	33.24154028	18.02775638	14.03566885	0	35.80502758	45.61797891	23.70653918
24.20743687	16.2788206	31	32.75667871	12.36931688	34.0147027	46.09772229	35.80502758	0	12.04159458	12.80624847
34.0147027	28.0713377	43.01162634	31.40063694	14.2126704	39.69886648	54.03702434	45.61797891	12.04159458	0	21.9317122
12.08304597	10.63014581	25.07987241	26.62705391	11.18033989	21.84032967	33.30165161	23.70653918	12.80624847	21.9317122	0
